cliente;loja;valor
25619;112;63.68
25619;112;32.00
25619;112;32.00
25619;112;30.00
25619;112;39.80
25619;112;56.00
25619;112;29.80
25619;112;20.00
25619;112;38.00
25619;112;22.00
25619;112;40.00
25619;112;36.00
25619;112;50.00
25619;112;33.00
25619;112;40.00
25619;112;44.00
25619;112;40.00
25619;112;40.00
25619;112;60.00
25619;112;30.00
25619;112;10.00
25619;112;40.00
25619;112;40.00
25619;112;39.80
25619;112;60.00
25619;112;39.80
25619;112;39.80
25619;112;40.00
25619;112;40.00
25619;112;39.80
25619;112;40.00
25619;112;29.85
25619;112;14.90
25619;112;40.00
25619;112;32.00
25619;112;40.00
25619;112;40.00
25619;112;29.85
25619;112;40.00
25619;112;40.00
25619;112;40.00
25619;112;0.00
25619;112;42.50
25619;112;60.00
25619;112;60.00
25619;112;30.00
25619;112;40.00
25619;112;39.80
25619;112;40.00
25619;112;26.00
25619;112;40.00
25619;112;40.00
25619;112;40.00
25619;112;40.00
25619;112;40.00
25619;112;40.00
25619;112;40.00
25619;112;39.80
25285;114;19.90
25285;114;25.00
25285;114;50.90
25285;114;27.90
25285;114;20.90
25285;114;27.90
25285;114;25.00
25285;114;27.90
25285;114;19.90
25285;114;27.90
25285;114;44.90
25285;114;25.90
25285;114;25.00
25285;114;25.00
25285;115;52.80
25285;115;52.80
6681;117;100.00
6681;117;30.00
6681;117;20.00
6681;117;40.00
6681;117;50.00
6681;117;20.00
6681;117;20.00
6681;117;30.00
6681;117;45.00
6681;117;30.00
6681;117;50.00
6681;117;20.00
6681;117;20.00
43657;118;365.60
43657;118;1229.40
43657;118;179.82
43657;118;425.13
43657;118;201.78
43657;118;654.60
43657;118;199.66
43657;118;119.66
43657;118;352.76
43657;118;189.66
43657;118;71.80
43657;118;1029.40
43657;118;209.86
43657;118;258.86
43657;118;139.86
43657;118;59.90
43657;118;979.60
43657;118;119.66
43657;118;651.40
43657;118;0.00
43657;118;339.80
10065;125;28.00
10065;125;75.00
10065;125;40.00
10065;125;123.00
10065;125;93.00
10065;125;20.00
10065;125;48.00
10065;125;98.00
10065;125;38.00
10065;125;30.00
10065;125;18.00
10065;125;48.00
10065;125;35.00
10065;125;15.00
10065;125;35.00
10065;125;17.00
10065;125;95.00
10065;125;125.00
10065;125;67.50
10065;125;80.00
10065;125;37.00
10065;125;35.00
10065;125;50.00
10110;125;-18.00
10110;125;15.00
10110;125;17.00
10110;125;17.00
10110;125;35.00
10110;125;45.00
10110;125;32.00
10110;125;15.00
10110;125;18.00
10110;125;17.00
10110;125;18.00
10110;125;72.00
10110;125;45.00
10110;125;35.00
10110;125;65.00
10110;125;18.00
10110;125;45.10
10110;125;18.00
10110;125;18.00
10110;125;45.00
10110;125;17.00
10110;125;168.00
10110;125;100.00
10110;125;45.50
10110;125;18.00
5635;134;149.99
5635;134;169.98
5635;134;99.97
5635;134;429.95
5635;134;129.98
5635;134;109.99
5635;134;29.99
5635;134;39.99
5635;134;99.98
5635;134;249.97
5635;134;259.98
6460;134;89.99
6460;134;10.00
6460;134;59.99
6460;134;99.98
6460;134;44.99
6460;134;59.99
6460;134;179.98
6460;134;139.99
6460;134;219.98
6460;134;129.99
6460;134;10.00
6460;134;89.99
6460;134;259.98
6460;134;59.99
6460;134;119.98
6460;134;74.99
9076;134;149.99
9076;134;88.96
9076;134;114.99
9076;134;199.98
9076;134;10.99
9076;134;106.96
9076;134;209.98
9076;134;411.93
9076;134;172.96
9076;134;49.99
9076;134;805.91
9076;134;358.93
9076;134;379.98
9076;134;60.00
9076;134;144.99
9076;134;59.99
9076;134;112.98
9076;134;229.99
9076;134;20.00
9076;134;44.99
9076;134;194.98
9076;134;19.99
9076;134;99.99
9076;134;121.98
9076;134;299.99
9076;134;22.97
10363;134;209.98
10363;134;177.97
10363;134;49.98
10363;134;96.97
10363;134;319.98
10363;134;139.99
10363;134;158.00
10363;134;99.99
10363;134;109.99
10363;134;449.96
25827;134;69.99
25827;134;109.98
25827;134;199.98
25827;134;69.98
25827;134;194.96
25827;134;199.98
25827;134;119.99
25827;134;149.99
25827;134;129.99
25827;134;59.99
25827;134;59.99
25827;134;9.99
25827;134;29.99
25827;134;139.98
25827;134;254.98
25827;134;29.99
25827;134;99.99
25827;134;9.99
34746;134;75.99
34746;134;219.98
34746;134;64.99
34746;134;69.99
34746;134;99.99
34746;134;95.99
34746;134;129.99
34746;134;39.99
34746;134;49.97
34746;134;49.99
34746;134;89.99
34746;134;179.98
34746;134;27.99
34746;134;214.95
44202;134;59.99
44202;134;59.99
44202;134;179.97
44202;134;89.99
44202;134;99.99
44202;134;59.99
44202;134;89.99
44202;134;99.99
44202;134;79.99
44202;134;119.99
44202;134;149.98
44202;134;119.98
44202;134;49.99
44202;134;129.89
44202;134;99.99
44202;134;359.92
44202;134;59.99
44202;134;29.99
44202;134;59.99
44202;134;199.97
44202;134;64.99
139198;134;19.99
139198;134;10.00
139198;134;133.00
139198;134;129.97
139198;134;109.99
139198;134;159.99
139198;134;59.99
139198;134;29.99
139198;134;69.99
139198;134;99.99
139198;134;119.97
139198;134;129.99
139198;134;120.00
139198;134;109.97
139198;134;39.99
139198;134;64.99
139198;134;164.97
139198;134;129.98
139198;134;49.99
139198;134;99.99
139198;134;44.99
139198;134;49.99
139198;134;155.00
139198;134;94.99
139198;134;199.99
139198;134;129.99
139198;134;174.98
139198;134;384.95
139198;134;89.99
139198;134;79.99
139198;134;109.99
139198;134;79.99
139198;134;79.99
139198;134;119.99
139198;134;70.00
139198;134;129.99
139198;134;79.99
139198;134;139.99
139198;134;249.96
139198;134;189.98
139198;134;79.99
139198;134;27.99
139198;134;299.99
139198;134;74.99
139198;134;74.99
139198;134;89.99
139198;134;99.98
139198;134;99.99
139198;134;169.98
139198;134;59.99
139198;134;89.99
139198;134;99.99
139198;134;179.98
139198;134;99.99
139198;134;24.99
139198;134;69.99
139198;134;44.99
139198;134;39.99
139198;134;119.98
139198;134;125.00
139198;134;82.98
139198;134;64.99
139198;134;119.99
139198;134;69.98
139198;134;99.99
139198;134;249.99
139198;134;50.98
139198;134;79.99
139198;134;130.96
139198;134;52.99
139198;134;44.99
139198;134;74.99
139198;134;50.00
139198;134;29.99
139198;134;104.98
139198;134;109.98
139198;134;62.99
139198;134;49.99
139198;134;59.99
139198;134;107.98
139198;134;39.99
139198;134;29.99
139198;134;74.99
139198;134;139.99
139198;134;59.99
139198;134;49.99
140351;134;229.95
140351;134;99.98
140351;134;89.99
140351;134;109.99
140351;134;1069.90
140351;134;74.99
140351;134;50.00
140351;134;99.99
140351;134;99.98
140351;134;114.97
140351;134;59.98
140351;134;95.99
140351;134;74.99
140351;134;87.97
140351;134;169.98
140437;134;64.99
140437;134;54.99
140437;134;89.99
140437;134;162.96
140437;134;99.98
140437;134;64.99
140437;134;99.99
140437;134;79.99
140437;134;239.98
140437;134;59.99
140437;134;99.99
140437;134;21.98
140437;134;29.99
140437;134;59.99
140437;134;79.98
140437;134;89.99
140437;134;149.98
140437;134;34.99
140437;134;74.99
140437;134;210.00
140437;134;199.99
140437;134;179.98
140437;134;119.98
140437;134;169.98
140437;134;89.99
140437;134;314.94
140437;134;99.99
140437;134;29.99
140437;134;169.96
140437;134;169.99
140437;134;164.97
140437;134;49.99
12312;140;405.02
12312;140;255.00
12312;140;112.40
12312;140;449.33
12312;140;112.00
12312;140;437.71
12312;140;123.00
12312;140;161.50
12312;140;457.92
12312;140;435.40
12312;140;457.52
38275;140;398.00
38275;140;223.00
38275;140;672.00
38275;140;29.90
38275;140;418.00
38275;140;232.00
38275;140;454.50
38275;140;167.70
38275;140;198.00
38275;140;509.67
38275;140;454.50
38275;140;25.80
38275;140;546.90
38275;140;107.20
38275;140;29.95
38275;140;101.70
38275;140;183.30
38275;140;232.00
38275;140;92.70
38275;140;183.70
38275;140;54.80
38275;140;44.90
38275;140;34.20
38275;140;0.00
38275;140;169.70
38275;140;183.70
38275;140;198.00
38275;140;418.00
1704;145;150.00
1704;145;60.00
1704;145;150.00
1704;145;30.00
1704;145;110.00
1704;145;60.01
1704;145;120.00
1704;145;60.00
1704;145;20.00
1704;145;60.00
1704;145;120.00
1704;145;120.00
1704;145;19.99
6681;145;20.00
6681;145;30.00
6681;145;60.00
6681;145;130.00
6681;145;50.00
6681;145;20.00
6681;145;50.00
6681;145;20.00
6681;145;120.00
6681;145;30.00
6681;145;40.00
6681;145;30.00
6681;145;30.00
6681;145;30.00
9422;145;50.00
9422;145;30.00
9422;145;180.00
9422;145;60.00
9422;145;40.00
9422;145;100.00
9422;145;70.00
9422;145;40.00
9422;145;30.00
9422;145;100.00
9422;145;60.00
9422;145;120.00
9422;145;110.00
9422;145;180.00
9422;145;40.00
12175;145;60.00
12175;145;60.00
12175;145;60.00
12175;145;40.00
12175;145;30.00
12175;145;30.00
12175;145;20.00
12175;145;40.00
12175;145;70.00
12175;145;20.00
12175;145;150.00
12175;145;30.00
11843;150;15.80
11843;150;15.99
11843;150;14.98
11843;150;12.99
11843;150;15.98
11843;150;15.99
11843;150;15.80
11843;150;21.80
11843;150;0.00
11843;150;12.90
11843;150;24.80
25285;150;46.48
25285;150;26.49
25285;150;22.99
25285;150;26.49
25285;150;26.49
25285;150;26.49
25285;150;21.99
25285;150;26.49
25285;150;24.49
25285;150;20.49
25285;150;26.49
25285;150;26.49
25285;150;26.49
25285;150;30.49
25285;150;30.49
25819;150;18.99
25819;150;20.99
25819;150;10.99
25819;150;20.99
25819;150;22.90
25819;150;22.99
25819;150;19.90
25819;150;22.90
25819;150;22.99
25819;150;22.90
25819;150;22.98
25819;150;19.90
25819;150;22.99
25819;150;22.90
25819;150;19.90
38275;150;22.90
38275;150;33.98
38275;150;45.80
38275;150;20.99
38275;150;22.90
38275;150;20.90
38275;150;35.80
38275;150;16.90
38275;150;22.90
38275;150;15.99
38275;150;22.90
38275;150;20.99
38275;150;22.90
38275;150;22.90
38275;150;22.90
38275;150;17.99
38275;150;35.98
127752;150;16.90
127752;150;22.40
127752;150;18.90
127752;150;18.90
127752;150;22.90
127752;150;16.90
127752;150;29.40
127752;150;24.90
127752;150;22.90
127752;150;29.40
127752;150;19.90
358;153;23.35
358;153;12.00
358;153;6.00
358;153;12.00
358;153;26.00
358;153;6.00
358;153;6.00
358;153;24.00
358;153;14.90
358;153;6.00
358;153;6.00
510;153;5.00
510;153;6.00
510;153;5.00
510;153;6.00
510;153;5.00
510;153;14.34
510;153;10.00
510;153;6.00
510;153;12.00
510;153;6.00
510;153;6.00
510;153;12.00
510;153;12.67
510;153;6.00
510;153;5.00
510;153;13.22
510;153;10.00
510;153;6.00
510;153;12.00
510;153;6.00
510;153;5.00
510;153;20.00
510;153;12.00
510;153;5.00
510;153;4.00
510;153;7.00
510;153;6.00
510;153;16.95
3378;153;4.00
3378;153;7.00
3378;153;28.85
3378;153;19.57
3378;153;11.10
3378;153;6.00
3378;153;7.00
3378;153;6.00
3378;153;6.00
3378;153;7.00
3378;153;11.00
3378;153;6.00
7415;153;14.00
7415;153;24.15
7415;153;22.63
7415;153;16.00
7415;153;20.19
7415;153;14.00
7415;153;1.00
7415;153;14.00
7415;153;6.96
7415;153;8.01
7415;153;21.42
7415;153;16.06
7415;153;6.90
7415;153;8.00
7415;153;6.90
7415;153;18.45
7415;153;7.90
7415;153;8.00
7415;153;9.00
7415;153;18.20
7415;153;7.90
7415;153;14.19
7415;153;7.90
9020;153;11.00
9020;153;6.00
9020;153;12.00
9020;153;12.00
